customer_id,order_id
4fb090b7d37f01e276a1,e2bf4829860a52ce9d23
a3ad45dfd9b8418bd297,815cfa12d98638839fac
a9e1c40662faefcc2159,b0ece56a1f7e4afc1238
1b235f56723cbd7ff6c6,5aebbc49a7e3f01e0790
535f01495101f515263f,c079d48aa83c9b69ed48
e335235625cfe478d3a4,bcd6d9b64c640b6a78d5
6efe6e4fe477eb259607,9e01c3a278e0087e9f76
440be561afecb016145e,97956f0ad7a6d87613da
b53ff6c7a1305eec28f4,1a25fbea53f370e32a1c
89050f22decc51b0ca0e,116033b0a0021fa857f6
89b6dc4d7968459c6ef2,477567bdace6ec8bd782
b69facb76706607385a5,317f025f03f48cc71896
8745b46e26f92f75c332,82bdcbeff4e4ca8ea86d
569a64984b74e19cb180,a2f8d7c9b0edfc5901ff
b0b9ffa2744c7818eaed,67eb8c928237c7978a19
fe8e46fd4a8c039d3c6d,f5cb609260ccd3ba7452
5bef445973de683b62f9,dd067df06e3040112a58
d074e8b1e943f1079ce7,9a911be12fb39915ae58
c8709d1712eea0c2d03a,3d3d5186cddd38328b0b
3964a93f16aa81452142,8592a7bf6f626814f891
3902ed98f0e3804cdfa0,e123eb55ddfb7f861203
3baa386c6a77300e331d,063ca73d20289c3ebc28
de7e038f96adfc3ad57b,a6ff27e6dbcca1fd7ef4
b567a54b0626124da313,b79a56a002d93ee66ddc
c893d4822b33fb2d81dd,c94ee49dcfa75ddf6e3b
bb1162203bd8db30cc55,be67a29c4b91311d5186
4dbd8b66d0c84739ca41,83f299682beeadb11dfc
71954dbb1c909c96ff4d,c2249da71e04ed89baaa
392e247b1022582c2fd5,4dfee6791dd27bec2764
af881174ec20808ca9dd,2f8051fe79919278e2d0
257b04d3b21c1502b6a8,ee8073f76bea358efdcf
c2c3e2f8ae19063804ac,cad8cce5513661251d90
32082b1dba3e2ff8009f,06643f7b99f83c871773
e41169e9b5d8959027e0,2cdbcc8a8c03168071b6
f440982f0af9e6ff629a,904973cd4774b8e0424d
87ed2b7d13be76cf38d2,4dfe330f22b05f3d007e
b2ebd9f2e000832c0986,035a274a42cd475f7a81
fa8609fa3769bd6039e1,e54591d90962e4152a67
78fda14dc5757c35e1cf,956106fe243772c7503e
535f01495101f515263f,9150461f9e1f9d2e20c1
d952e40503881f699136,d64cbb3ea9266bb3c10b
8c2783c2d1d59105cd54,6b019afc132baa0aeefe
f8c6f852af1ef8000110,6bebe5e6ec9995dc8479
ed2ec20de8a8c186a959,d4887e53e6414477233e
af3f4b5dfbb031fdd598,a1de166a4350a93ec0d1
bcf447e303e6f5ecb907,9c7c316b1de6d21d2be9
a19c5bbb79c7026f402f,ad6ed19749075bfbe988
fa9c239cb5720a6af79f,b51f743ce58f5310ecdc
0a396173a83d7d384cfb,8d145cc37056076dceaf
2fa17e57bdd3e300e766,31774f2f61939ce8bc50
04cce8b2c9d7f5f03306,735aaab6ba62e416adc4
6ff7ed64fa72b2cc9b3c,f5acc61c7979d113ae39
eac672a2e4beefd6791a,9ece49dc10c81915ac43
08f3130c446f7b49d57f,82b8170aa18cf50ca18a
9501b7f4ef5ca3d0b311,7fe96431d759f4517ebc
54df5c333fd74c4fffae,3016459064fbaef39308
e87dd76aa02cfc00cedf,77c0812c39761678a517
b3e6a4e6732f764edbdf,0708ede636eefbedc2b7
78f96d9119e0431bf48a,e67b963946c0e068aff9
333ae81f100973ecefd4,5a222a51de7959266c1d
ecb8fea2c2930a667198,49b65196fba2b0a45ad1
c94ecbdc0592b5a266ad,a13cd7fb7040979306ac
0b094b0137556c25f79f,2340dc94c32bd290f394
9561ebde0d7330c915f7,e3278d54a7e1d9e2b3b9
3552bd53f5df9f3954dd,7345baacf18079bb55d0
8c9c120de226233f0a75,95ffeedeadbce605182f
174a5bd71574457c6b4e,1b43f20647bbbb667a66
2b63ffc1e2e4937610d6,c5996a5750e6e1f7fd3c
b5bc64d5b6941f5f4023,fb835e3cdcba2f3b7126
ededfb858419b6281331,a69910d4d4997603a9ae
ebe0b1c7928db1efd318,02895c017d2bce7da44c
3c35d9e1a833226de36f,f920bdfa132a4ae21fd0
379323968f6a5999bcc3,d03fefe021fe84433704
d2848d0f6edb10ddf198,96d5cb0041c112bd020f
388b8504ea9c9bcc3437,e3cf3806522e4b7d8679
24782f6cbc8b9d1133ba,af00ecdecfc90f395afe
cb12ace4a829238882af,45fd885999dcc544ea29
97d8770fb04914a6be2c,d5a3a8eb791ae173bfb1
d9ac1ce17e0c6cc935e6,f54b5baeb116755b78ff
3c34b747f5620ec632a1,9cc423b7ee223c9dbd2c
f4574c095980d846e905,84a04101d180f95a5380
450f06037918a2c6fcd0,cff29e10c87457494763
478a1a6351837e32401f,fd08f3628cf4cc091011
1d39736c39a3af5cb0d5,be2a08e2a0d7f296f55e
9340004ea8fe0c2c582b,34edf7a9d47e694a4209
26e0b5895e85db3d032f,94a960a741a77889b2f9
c877566973a51f2cf0bb,30d8a71c0e16020ac358
6e79f9a2a3becbf37b32,9ce042082d45dc9c206e
51cfc72ce4e9ee2eadf3,d49b0f29875a6f4e77d0
b2c5d4df623bc98a3524,043702148633938be4b8
2adbb93293df0dfc7750,8e5a6beaab0457db5fc2
b53ff6c7a1305eec28f4,7dc9fd58eeae9c4ff2c1
fdc296360c892a3f78c7,18736422fea176a8bd84
cf39b59df8079625d7e0,316de8ba0b59bf40927a
d4560d15d53dbf8464cd,a2ed6c32966835b5d92f
9da803fc52c702002a17,b9b4b99321029ae79b48
da80b4ab05fea840db52,b4291529b8e8fc833807
435aa10e9b4e08eae73e,fed099319c93a4edf304
0fc40def12f657e20623,5347161293bcbe0f7cd1
fbaf4c3fcb1fdcd5bcb3,f56753f13c34362a5043
b6451582b2d4abbde310,affb66233d86394902d9
f7846aa70cdceb325adb,241d895cd675050cb887
cc8db6c1810d2f38c0c9,ce008be3fe88dfbd81d8
aa6b5604e0aa758a37a9,d1c894585f5a51524707
9207fd68ca3038ffe070,a34698c3058de453a44f
ff81ac39cbb4b2ff2a27,6a255ba81901339b7dd6
9c682d3d3af759de7977,e2bef15c03c5aa2ea643
8e5a2393f90eff12349c,81c2991db95b067db498
cce8a7dc261aea53d73a,c36cf81c38bb47e9da68
c118d994227a5462d8f2,66162b0100bd7de5478c
d8cd5db0a94a9bce4f76,f038183f3ee8cdd1560c
d700fa0132c30fe482d3,61d4b630878399115bc4
4565b62a1c7d81cffa5d,4660f3354545f722987d
eb5a29a81cd7dfbfebc6,5168cdf1e4c01c2c59e4
bd1a29cd4fd3c1d45844,a4c43642c47a63f51126
0919e102801b112f7afb,693a1182bf34d5461c15
6c32a0597e210f43eaea,81cbb2accc692d6aa128
0ce03ba7468a720bb1c6,86e9e38e79eff6d94b08
64ae3dfd44e2fbe47ff9,8728182858a826820b73
352f0fc9bd775e43b49f,6a5cae874a7d609bdcd8
cbd7a86f9bd2fd26a7ab,2f261aa90406d41429ac
bae54bda543013f1c8a7,bbc0ca5c5a68b96dcb4b
e122bacf18488010a773,9d26da8430dc2fae3047
de6b9af3aa55a4b062db,cf35b72c7f61a10dafff
01ceb3fedf61c2dbf7fa,544d96cdbb324d150867
7a94ba8520f6c6b09645,51af6b666fed8f337054
7c34db12fa554426853a,b235b003b1c3bec4aa48
c2f166829313c319ffc7,e858387c50611f7f9ee7
5ee9095d9af3a173786b,5e78f16cca5411a772a0
2921316d1947e8b32f97,68095acfd872ff373200
68bc72e7ba30a381288c,e616eda458babbbeac0a
da9e045d0e695a2c253d,08ff11e31b7342e5c6a7
c490d3c9301ee8a74351,471a1e43992f9ddbbd0c
9bcd557433ac8ba44e16,d62e681a02407d13d59a
59baeb5a937794fa12f0,cecdbe2ae4e7b9204024
aae7d95603a66536458c,6e1c6faa415b0b0fed53
56ba164b10948bc83e59,39597af36fd68750d821
67803b79fd6ba13f8645,3616ebbf78687dfd0541
d39c195dad0273ef93c9,bd7cbae14a597d26574c
a657d1013c520eedb76f,d77e348d1e89e4caa70d
2c02b0fe5deb8b0bffc0,7a8aa51ccc00ead3799f
8f919f84443622493e07,e1a562097b9ec130250e
857abddcfd464c5c5b5f,f0ea55ab94064fe1c689
ede4239d6d080c9ee08e,9c231391a13463168a1c
07a87fbf0e5a49dc8198,f6763bb2f5796492d1dc
97d1e35b5dad945d0581,9e6d686d8ff41403e7ea
5265fd33b6684010985f,66d7f681f26223d5954d
2b378942f567c24473c9,2c4a1f3ec6d51e41ae33
